StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q379,Q380,Q381,Q382,Q383,Consent_4,Consent_5,Consent_6,Consent_7,Consent_8,Consent_9,C_KnowMicro_Office,C_KnowMicro_Know,C_KnowMicro_Day,C_KnowMicro_Struc,Q50_First_Click,Q50_Last_Click,Q50_Page_Submit,Q50_Click_Count,Micro1_Know_Exp_A1_1,Micro1_Know_Ep_A1_7,Micro1_Know_Ep_A1_8,Micro1_Know_Ep_A1_6,Micro1_Know_Ep_A1_1,Micro1_Know_Ep_A1_4,Micro1_Know_Exp_A2_1,Micro1_Know_Ep_A2_7,Micro1_Know_Ep_A2_8,Micro1_Know_Ep_A2_6,Micro1_Know_Ep_A2_1,Micro1_Know_Ep_A2_4,Micro2_Know_Exp_A2_1,Micro2_Know_Ep_A2_7,Micro2_Know_Ep_A2_8,Micro2_Know_Ep_A2_6,Micro2_Know_Ep_A2_1,Micro2_Know_Ep_A2_4,Micro2_Know_Exp_A1_1,Micro2_Know_Ep_A1_7,Micro2_Know_Ep_A1_8,Micro2_Know_Ep_A1_6,Micro2_Know_Ep_A1_1,Micro2_Know_Ep_A1_4,C_KnowMicro_Freq_1,C_KnowMicro_Freq_2,C_NoMicro_Office,C_NoMicro_Know,C_NoMicro_Day,C_NoMicro_Struc,Q333_First_Click,Q333_Last_Click,Q333_Page_Submit,Q333_Click_Count,Micro1_No_Exp_A1_1,Micro1_No_Ep_A1_7,Micro1_No_Ep_A1_8,Micro1_No_Ep_A1_6,Micro1_No_Ep_A1_1,Micro1_No_Ep_A1_4,Micro1_No_Exp_A2_1,Micro1_No_Ep_A2_7,Micro1_No_Ep_A2_8,Micro1_No_Ep_A2_6,Micro1_No_Ep_A2_1,Micro1_No_Ep_A2_4,Micro2_No_Exp_A2_1,Micro2_No_Ep_A2_7,Micro2_No_Ep_A2_8,Micro2_No_Ep_A2_6,Micro2_No_Ep_A2_1,Micro2_No_Ep_A2_4,Micro2_No_Exp_A1_1,Micro2_No_Ep_A1_7,Micro2_No_Ep_A1_8,Micro2_No_Ep_A1_6,Micro2_No_Ep_A1_1,Micro2_No_Ep_A1_4,C_NoMicro_Freq_1,C_NoMicro_Freq_2,C_KnowCoffee_Office,C_KnowCoffee_Know,C_KnowCoffee_Day,C_KnowCoffee_Struc,Q51_First_Click,Q51_Last_Click,Q51_Page_Submit,Q51_Click_Count,Coffee1_Know_Exp_A1_1,Coffee1_Know_Ep_A1_7,Coffee1_Know_Ep_A1_8,Coffee1_Know_Ep_A1_6,Coffee1_Know_Ep_A1_1,Coffee1_Know_Ep_A1_4,Coffee1_Know_Exp_A2_1,Coffee1_Know_Ep_A2_7,Coffee1_Know_Ep_A2_8,Coffee1_Know_Ep_A2_6,Coffee1_Know_Ep_A2_1,Coffee1_Know_Ep_A2_4,Coffee2_Know_Exp_A2_1,Coffee2_Know_Ep_A2_7,Coffee2_Know_Ep_A2_8,Coffee2_Know_Ep_A2_6,Coffee2_Know_Ep_A2_1,Coffee2_Know_Ep_A2_4,Coffee2_Know_Exp_A1_1,Coffee2_Know_Ep_A1_7,Coffee2_Know_Ep_A1_8,Coffee2_Know_Ep_A1_6,Coffee2_Know_Ep_A1_1,Coffee2_Know_Ep_A1_4,C_KnowCoffee_Freq_1,C_KnowCoffee_Freq_2,C_NoCoffee_Office,C_NoCoffee_Know,C_NoCoffee_Day,C_NoCoffee_Struc,Q358_First_Click,Q358_Last_Click,Q358_Page_Submit,Q358_Click_Count,Coffee1_No_Exp_A1_1,Coffee1_No_Ep_A1_7,Coffee1_No_Ep_A1_8,Coffee1_No_Ep_A1_6,Coffee1_No_Ep_A1_1,Coffee1_No_Ep_A1_4,Coffee1_No_Exp_A2_1,Coffee1_No_Ep_A2_7,Coffee1_No_Ep_A2_8,Coffee1_No_Ep_A2_6,Coffee1_No_Ep_A2_1,Coffee1_No_Ep_A2_4,Coffee2_No_Exp_A2_1,Coffee2_No_Ep_A2_7,Coffee2_No_Ep_A2_8,Coffee2_No_Ep_A2_6,Coffee2_No_Ep_A2_1,Coffee2_No_Ep_A2_4,Coffee2_No_Exp_A1_1,Coffee2_No_Ep_A1_7,Coffee2_No_Ep_A1_8,Coffee2_No_Ep_A1_6,Coffee2_No_Ep_A1_1,Coffee2_No_Ep_A1_4,C_NoCoffee_Freq_1,C_NoCoffee_Freq_2,Age,Gender,Condition,QuestionOrder
10/12/2019 18:09,10/12/2019 18:14,0,173.90.223.183,100,318,1,10/12/2019 18:14,R_29lUf3B5BaZ6KhE, , , , ,42.07510376,-80.14640045,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,0,0,53.792,0, , , , , , , , , , , , ,7,7,4,4,4,7,1,1,1,1,1,1,1, ,2,2,2,2,42.021,42.021,42.449,1, , , , , , , , , , , , ,4,2,4,1,1,1,4,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,2,2,2
10/12/2019 18:08,10/12/2019 18:14,0,68.82.252.40,100,355,1,10/12/2019 18:14,R_3hgRoxOGq9VrDAt, , , , ,40.10769653,-75.27960205,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,11.724,43.344,44.143,2,1,1,1,1,1,1,6,5,7,2,2,5, , , , , , , , , , , , ,1, ,2,2,2,2,1.694,44.939,52.325,2,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,2,1,1
10/12/2019 18:07,10/12/2019 18:15,0,162.231.57.35,100,460,1,10/12/2019 18:15,R_3dGtrleKLEojUh4, , , , ,32.74049377,-117.0934982,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,0,0,51.771,0,1,2,3,2,1,2,4,3,1,2,1,2, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,53.228,0,1,1,1,2,2,2,3,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,1,1,1
10/12/2019 18:05,10/12/2019 18:15,0,71.187.159.212,100,589,1,10/12/2019 18:15,R_3M3bBjkXcSFU5gT, , , , ,40.61289978,-74.41600037,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,47.42,0,1,1,1,1,1,1,7,7,7,7,7,7, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,53.256,0,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,65,1,3,1
10/12/2019 18:05,10/12/2019 18:15,0,108.29.207.251,100,600,1,10/12/2019 18:15,R_10ozYzaZbxwwkNP, , , , ,40.57949829,-73.98889923,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,47.847,47.847,48.636,1,1,1,1,1,1,1,7,6,5,4,4,5, , , , , , , , , , , , ,1, ,2,2,2,2,43.936,43.936,44.895,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,1,1,1
10/12/2019 18:06,10/12/2019 18:15,0,174.21.53.117,100,525,1,10/12/2019 18:15,R_1hM9azN0bAe3IuO, , , , ,47.30659485,-122.2619019,anonymous,EN,Emma, , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,47,0, , , , , , , , , , , , ,3,5,5,4,4,5,2,6,6,6,6,6,1, ,2,2,4,2,0,0,54.416,0, , , , , , , , , , , , ,2,4,5,4,5,5,2,6,6,6,6,6,1, ,57,2,4,2
10/12/2019 18:07,10/12/2019 18:15,0,138.59.206.11,100,502,1,10/12/2019 18:15,R_2z78nV8PjjR8Aah, , , , ,15,-86.5,anonymous,EN, , , , ,good,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,47.621,0,7,6,5,6,4,3,7,6,5,6,6,6, , , , , , , , , , , , ,1, ,1,1,2,2,0,0,40.775,0,4,6,4,7,2,3,6,6,4,6,2,3, , , , , , , , , , , , ,1, ,30,2,4,1
10/12/2019 18:06,10/12/2019 18:15,0,71.230.182.165,100,590,1,10/12/2019 18:15,R_1n6q7DXt9VVtfys, , , , ,40.05799866,-75.18759918,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,0,0,42.527,0, , , , , , , , , , , , ,7,7,5,1,1,6,7,7,6,1,1,5,1, ,2,2,2,2,0,0,46.217,0, , , , , , , , , , , , ,3,1,1,1,1,1,2,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,2,2,2
10/12/2019 18:05,10/12/2019 18:16,0,166.216.158.116,100,624,1,10/12/2019 18:16,R_3HSIEk43csvLRmr, , , , ,37.5428009,-122.2971039,anonymous,EN,Emma, , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,2.449,2.449,55.73,1,1,1,1,1,1,1,7,7,7,6,7,7, , , , , , , , , , , , ,1, ,2,2,4,2,4.409,58.681,60.116,5,1,1,1,1,1,1,7,5,3,1,1,5, , , , , , , , , , , , ,1, ,53,1,4,1
10/12/2019 18:10,10/12/2019 18:17,0,76.210.185.217,100,430,1,10/12/2019 18:17,R_1hSWCGVDjZKdu1u, , , , ,30.50889587,-97.67960358,anonymous,EN, , , , ,James,1,1,1,1,1,1,1,1,1,2,0,0,41.438,0,1,1,2,1,1,1,6,5,6,4,5,6, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,48.236,0,2,2,3,2,1,1,3,2,2,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,2,2,1
10/12/2019 18:10,10/12/2019 18:17,0,74.194.188.178,100,449,1,10/12/2019 18:17,R_22Vvg65V1BpTs6g, , , , ,38.40960693,-81.67469788,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,48.025,0, , , , , , , , , , , , ,6,6,6,6,6,6,2,2,1,2,2,1,1, ,2,2,4,2,0,0,48.57,0, , , , , , , , , , , , ,1,1,6,1,1,1,4,1,2,1,1,1,1, ,48,1,4,2
10/12/2019 18:10,10/12/2019 18:17,0,73.233.150.132,100,416,1,10/12/2019 18:17,R_1gtMJ0kRUq0zaOt, , , , ,40.1546936,-74.99040222,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,0,0,56.7,0,1,1,1,1,1,1,6,4,1,1,1,1, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,44.639,0,4,1,1,1,1,1,4,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38,1,2,1
10/12/2019 18:06,10/12/2019 18:18,0,76.100.197.204,100,671,1,10/12/2019 18:18,R_1LUNm8uKGUrxttp, , , , ,39.32479858,-76.60620117,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,51.175,0,1,1,1,1,1,1,6,2,5,2,2,5, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,93.829,0,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,47,1,3,1
10/12/2019 18:11,10/12/2019 18:18,0,68.113.78.227,100,406,1,10/12/2019 18:18,R_2wvEp7SvHX0JS7A, , , , ,34.27389526,-86.20639801,anonymous,EN,Emma, , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,51.071,0, , , , , , , , , , , , ,7,7,3,1,1,1,1,1,1,1,1,1, ,1,2,2,4,2,0,0,45.736,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,54,2,3,2
10/12/2019 18:13,10/12/2019 18:18,0,64.121.196.248,100,316,1,10/12/2019 18:18,R_2rkCLzSDuSbzWJK, , , , ,40.69410706,-75.29039764,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,58.801,0, , , , , , , , , , , , ,5,5,6,6,6,5,2,3,2,2,2,3,1, ,2,2,2,2,0,0,47.124,0, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,1,1,2
10/12/2019 18:06,10/12/2019 18:20,0,75.176.83.168,100,852,1,10/12/2019 18:20,R_e8nES5yUZBCzg0V, , , , ,33.97390747,-81.23449707,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,50.044,0, , , , , , , , , , , , ,5,6,4,2,2,2,1,2,1,1,1,1,1, ,2,2,4,2,0,0,54.901,0, , , , , , , , , , , , ,1,2,1,1,1,1,2,2,1,1,1,1,1, ,49,1,4,2
10/12/2019 18:11,10/12/2019 18:21,0,66.66.148.164,100,604,1,10/12/2019 18:21,R_1IifAhDdSbUrJux, , , , ,43.22070313,-77.59919739,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,42.668,0, , , , , , , , , , , , ,7,6,7,4,7,7,1,1,3,4,1,1,1, ,2,2,2,2,0,0,42.516,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,1,2,2
10/12/2019 18:18,10/12/2019 18:21,0,196.19.158.120,100,215,1,10/12/2019 18:21,R_2Bt7JXzBFst7POA, , , , ,39.09970093,-94.57859802,anonymous,EN, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10/12/2019 18:11,10/12/2019 18:22,0,67.249.186.196,100,641,1,10/12/2019 18:22,R_1q7zwlnHnz6icVK, , , , ,43.0473938,-74.86060333,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,81.733,81.733,83.143,1,4,4,4,4,4,4,7,4,4,4,4,4, , , , , , , , , , , , ,1, ,1,2,4,2,54.352,54.352,56.163,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,36,1,4,1
10/12/2019 18:12,10/12/2019 18:22,0,173.63.107.83,100,588,1,10/12/2019 18:22,R_1MMt7whkt6hNoNP, , , , ,40.76669312,-74.03109741,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,47.564,0,2,2,2,2,1,1,7,6,6,6,6,6, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,51.176,0,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , ,1, ,49,2,3,1
